"","source","confidence","target","mor"
"7879","Ctcf","B","Galnt14",0.5
"7880","Ctcf","B","Galnt16",0.5
"7881","Ctcf","C","Gas8",0.333333333333333
"7882","Ctcf","C","Gclm",0.333333333333333
"7883","Ctcf","C","Gfi1b",0.333333333333333
"7884","Ctcf","C","Ggact",0.333333333333333
"7885","Ctcf","C","Gli1",0.333333333333333
"7886","Ctcf","B","Gli3",0.5
"7887","Ctcf","B","Glis3",0.5
"7888","Ctcf","C","Glra2",0.333333333333333
"7889","Ctcf","B","Gmds",0.5
"7890","Ctcf","C","Gmip",0.333333333333333
"7891","Ctcf","B","Gmpr",0.5
"7892","Ctcf","C","Gnai2",0.333333333333333
"7893","Ctcf","C","Gnas",0.333333333333333
"7894","Ctcf","C","Gnaz",0.333333333333333
"7895","Ctcf","C","Gnptab",0.333333333333333
"7896","Ctcf","A","Gpr156",-1
"7897","Ctcf","B","Gramd1b",0.5
"7898","Ctcf","C","Gramd1c",0.333333333333333
"7899","Ctcf","B","Grid1",0.5
"7900","Ctcf","B","Grik3",0.5
"7901","Ctcf","B","Grik4",0.5
"7902","Ctcf","B","Grip1",0.5
"7903","Ctcf","C","Grk2",0.333333333333333
"7904","Ctcf","B","Grk5",0.5
"7905","Ctcf","B","Grm4",0.5
"7906","Ctcf","B","Gse1",0.5
"7907","Ctcf","B","Gsn",0.5
"7908","Ctcf","C","Gstt2",0.333333333333333
"7909","Ctcf","A","Haus7",-1
"7910","Ctcf","C","Hcn1",0.333333333333333
"7911","Ctcf","B","Hdac4",0.5
"7912","Ctcf","B","Hdac7",0.5
"7913","Ctcf","B","Hdac9",0.5
"7914","Ctcf","B","Hecw2",0.5
"7915","Ctcf","C","Hif3a",0.333333333333333
"7916","Ctcf","C","Hint3",0.333333333333333
"7917","Ctcf","B","Hivep3",0.5
"7918","Ctcf","C","H2-DMa",0.333333333333333
"7919","Ctcf","B","Hlcs",0.5
"7920","Ctcf","B","Hm13",0.5
"7921","Ctcf","B","Hmcn2",0.5
"7922","Ctcf","B","Hook2",0.5
"7923","Ctcf","C","Hsd3b7",0.333333333333333
"7924","Ctcf","B","Igf1r",0.5
"7925","Ctcf","B","Igsf21",0.5
"7926","Ctcf","B","Il16",0.5
"7927","Ctcf","C","Inka2",0.333333333333333
"7928","Ctcf","B","Inpp4a",0.5
"7929","Ctcf","B","Inpp5a",0.5
"7930","Ctcf","B","Iqca1",0.5
"7931","Ctcf","B","Iqcj",0.5
"7932","Ctcf","B","Iqgap2",0.5
"7933","Ctcf","B","Iqsec1",0.5
"7934","Ctcf","B","Iqsec2",0.5
"7935","Ctcf","C","Irx6",0.333333333333333
"7936","Ctcf","C","Itga10",0.333333333333333
"7937","Ctcf","C","Itga9",0.333333333333333
"7938","Ctcf","C","Itpk1",0.333333333333333
"7939","Ctcf","B","Itpr1",0.5
"7940","Ctcf","B","Itpr2",0.5
"7941","Ctcf","B","Jade2",0.5
"7942","Ctcf","B","Jarid2",0.5
"7943","Ctcf","B","Jazf1",0.5
"7944","Ctcf","B","Jph3",0.5
"7945","Ctcf","B","Kalrn",0.5
"7946","Ctcf","B","Kansl1",0.5
"7947","Ctcf","C","Katnbl1",0.333333333333333
"7948","Ctcf","B","Kazn",0.5
"7949","Ctcf","B","Kcnab2",0.5
"7950","Ctcf","B","Kcnc1",0.5
"7951","Ctcf","B","Kcnma1",0.5
"7952","Ctcf","B","Kcnn3",0.5
"7953","Ctcf","B","Kcnq3",0.5
"7954","Ctcf","C","Kcnt1",0.333333333333333
"7955","Ctcf","B","Kdm2b",0.5
"7956","Ctcf","B","Kdm4b",0.5
"7957","Ctcf","C","Khk",0.333333333333333
"7958","Ctcf","B","Skt",0.5
"7959","Ctcf","C","Kif1b",0.333333333333333
"7960","Ctcf","B","Kirrel1",0.5
"7961","Ctcf","C","Klhdc8b",0.333333333333333
"7962","Ctcf","C","Klhdc9",0.333333333333333
"7963","Ctcf","B","Klhl29",0.5
"7964","Ctcf","B","Large1",0.5
"7965","Ctcf","C","Lcat",0.333333333333333
"7966","Ctcf","C","Lcp2",0.333333333333333
"7967","Ctcf","B","Ldb2",0.5
"7968","Ctcf","C","Lgi1",0.333333333333333
"7969","Ctcf","C","Lgi4",0.333333333333333
"7970","Ctcf","B","Lgr6",0.5
"7971","Ctcf","B","Lhfpl2",0.5
"7972","Ctcf","B","Lhpp",0.5
"7973","Ctcf","C","Lims2",0.333333333333333
"7974","Ctcf","B","Lingo1",0.5
"7975","Ctcf","B","Lmbr1",0.5
"7976","Ctcf","B","Lmna",0.5
"7977","Ctcf","B","Lmo1",0.5
"7978","Ctcf","B","Lrp5",0.5
"7979","Ctcf","B","Lrrfip1",0.5
"7980","Ctcf","B","Lrrk1",0.5
"7981","Ctcf","C","Lsm11",0.333333333333333
"7982","Ctcf","C","Ltbp1",0.333333333333333
"7983","Ctcf","B","Ltbp2",0.5
"7984","Ctcf","B","Ltbp4",0.5
"7985","Ctcf","C","Lyrm9",0.333333333333333
"7986","Ctcf","C","Lzts2",0.333333333333333
"7987","Ctcf","B","Mad1l1",0.5
"7988","Ctcf","C","Mafa",0.333333333333333
"7989","Ctcf","B","Magi1",0.5
"7990","Ctcf","B","Magi2",0.5
"7991","Ctcf","C","Magix",0.333333333333333
"7992","Ctcf","B","Man1c1",0.5
"7993","Ctcf","B","Map4k4",0.5
"7994","Ctcf","C","Mapk8ip3",0.333333333333333
"7995","Ctcf","C","Mast1",0.333333333333333
"7996","Ctcf","B","Mast4",0.5
"7997","Ctcf","C","Mc3r",0.333333333333333
"7998","Ctcf","B","Mcf2l",0.5
"7999","Ctcf","B","Mctp1",0.5
"8000","Ctcf","B","Mdga1",0.5
"8001","Ctcf","B","Meaf6",0.5
"8002","Ctcf","B","Mecom",0.5
"8003","Ctcf","C","Med12",0.333333333333333
"8004","Ctcf","B","Med13l",0.5
"8005","Ctcf","B","Med15",0.5
"8006","Ctcf","B","Megf11",0.5
"8007","Ctcf","C","Meltf",0.333333333333333
"8008","Ctcf","B","Mgll",0.5
"8009","Ctcf","B","Mical2",0.5
"8010","Ctcf","B","Mical3",0.5
"8011","Ctcf","B","Mideas",0.5
"8012","Ctcf","B","Mipep",0.5
"8013","Ctcf","C","Mlf2",0.333333333333333
"8014","Ctcf","C","Mllt11",0.333333333333333
"8015","Ctcf","A","Mmp10",-1
"8016","Ctcf","C","Mplkip",0.333333333333333
"8017","Ctcf","C","Mro",0.333333333333333
"8018","Ctcf","B","Mroh1",0.5
"8019","Ctcf","C","Mrpl38",0.333333333333333
"8020","Ctcf","C","Mrpl39",0.333333333333333
"8021","Ctcf","B","Mrps22",0.5
"8022","Ctcf","B","Msi2",0.5
"8023","Ctcf","C","Msl3",0.333333333333333
"8024","Ctcf","B","Mterf1b",0.5
"8025","Ctcf","B","Mterf1a",0.5
"8026","Ctcf","B","Mtf1",0.5
"8027","Ctcf","C","Mtmr6",0.333333333333333
"8028","Ctcf","C","Mtss1",0.333333333333333
"8029","Ctcf","C","Mtss2",0.333333333333333
"8030","Ctcf","B","Mtus2",0.5
"8031","Ctcf","B","Mvb12b",0.5
"8032","Ctcf","B","Myh9",0.5
"8033","Ctcf","B","Mylk",0.5
"8034","Ctcf","B","Myo18a",0.5
"8035","Ctcf","B","Myo1d",0.5
"8036","Ctcf","B","Myo1h",0.5
"8037","Ctcf","C","Myo7a",0.333333333333333
"8038","Ctcf","C","Myrf",0.333333333333333
"8039","Ctcf","B","Myt1l",0.5
"8040","Ctcf","C","Nae1",0.333333333333333
"8041","Ctcf","B","Nav2",0.5
"8042","Ctcf","B","Nav3",0.5
"8043","Ctcf","B","Ncoa7",0.5
"8044","Ctcf","B","Ncor2",0.5
"8045","Ctcf","B","Ndst1",0.5
"8046","Ctcf","C","Ndufa4l2",0.333333333333333
"8047","Ctcf","C","Necab2",0.333333333333333
"8048","Ctcf","B","Nectin1",0.5
"8049","Ctcf","C","Nelfa",0.333333333333333
"8050","Ctcf","C","Nemf",0.333333333333333
"8051","Ctcf","B","Neo1",0.5
"8052","Ctcf","B","Nfasc",0.5
"8053","Ctcf","B","Nfatc2",0.5
"8054","Ctcf","B","Nfia",0.5
"8055","Ctcf","B","Nfix",0.5
"8056","Ctcf","C","Nfkb2",0.333333333333333
"8057","Ctcf","B","Nhsl1",0.5
"8058","Ctcf","B","Niban2",0.5
"8059","Ctcf","C","Nipsnap2",0.333333333333333
"8060","Ctcf","B","Nkain1",0.5
"8061","Ctcf","B","Nlgn1",0.5
"8062","Ctcf","C","Nmur1",0.333333333333333
"8063","Ctcf","C","Nol9",0.333333333333333
"8064","Ctcf","C","Nom1",0.333333333333333
"8065","Ctcf","C","Nos2",0.333333333333333
"8066","Ctcf","C","Nos3",0.333333333333333
"8067","Ctcf","C","Noxa1",0.333333333333333
"8068","Ctcf","A","Npc1",-1
"8069","Ctcf","C","Npy1r",0.333333333333333
"8070","Ctcf","C","Nr6a1",0.333333333333333
"8071","Ctcf","B","Nrcam",0.5
"8072","Ctcf","B","Nrp2",0.5
"8073","Ctcf","B","Nrxn1",0.5
"8074","Ctcf","B","Nrxn2",0.5
"8075","Ctcf","B","Nrxn3",0.5
"8076","Ctcf","C","Nsd2",0.333333333333333
"8077","Ctcf","A","Nt5c3a",-1
"8078","Ctcf","B","Ntm",0.5
"8079","Ctcf","B","Ntmt1",0.5
"8080","Ctcf","B","Ntng2",0.5
"8081","Ctcf","B","Ntrk3",0.5
"8082","Ctcf","C","Nudt17",0.333333333333333
"8083","Ctcf","B","Nup210",0.5
"8084","Ctcf","C","Nutm1",0.333333333333333
"8085","Ctcf","C","Nxph3",0.333333333333333
"8086","Ctcf","C","Nyap1",0.333333333333333
"8087","Ctcf","C","Opa3",0.333333333333333
"8088","Ctcf","B","Osbp2",0.5
"8089","Ctcf","B","Osbpl3",0.5
"8090","Ctcf","C","Otoa",0.333333333333333
"8091","Ctcf","B","Otof",0.5
"8092","Ctcf","C","Otud3",0.333333333333333
"8093","Ctcf","C","Oxnad1",0.333333333333333
"8094","Ctcf","B","Pacsin2",0.5
"8095","Ctcf","B","Pah",0.5
"8096","Ctcf","B","Palld",0.5
"8097","Ctcf","B","Parp1",0.5
"8098","Ctcf","C","Parp10",0.333333333333333
"8099","Ctcf","C","Parp3",0.333333333333333
"8100","Ctcf","B","Pax5",0.5
"8101","Ctcf","C","Pcnx3",0.333333333333333
"8102","Ctcf","C","Pcsk7",0.333333333333333
"8103","Ctcf","B","Pde1c",0.5
"8104","Ctcf","B","Pde4a",0.5
"8105","Ctcf","B","Pde4d",0.5
"8106","Ctcf","C","Pde5a",0.333333333333333
"8107","Ctcf","C","Pdia6",0.333333333333333
"8108","Ctcf","B","Pds5b",0.5
"8109","Ctcf","B","Pdzd2",0.5
"8110","Ctcf","C","Pdzd9",0.333333333333333
"8111","Ctcf","C","Pfdn4",0.333333333333333
"8112","Ctcf","B","Phactr3",0.5
"8113","Ctcf","B","Pigc",0.5
"8114","Ctcf","B","Pik3c2b",0.5
"8115","Ctcf","C","Pitpnm1",0.333333333333333
"8116","Ctcf","B","Pknox2",0.5
"8117","Ctcf","B","Plb1",0.5
"8118","Ctcf","C","Plcb3",0.333333333333333
"8119","Ctcf","B","Plcg2",0.5
"8120","Ctcf","C","Plcl2",0.333333333333333
"8121","Ctcf","B","Plec",0.5
"8122","Ctcf","B","Plekha7",0.5
"8123","Ctcf","B","Plekhg5",0.5
"8124","Ctcf","B","Plxna2",0.5
"8125","Ctcf","B","Plxna4",0.5
"8126","Ctcf","B","Polr1a",0.5
"8127","Ctcf","C","Polr1f",0.333333333333333
"8128","Ctcf","C","Pop7",0.333333333333333
"8129","Ctcf","B","Pou2f2",0.5
"8130","Ctcf","B","Pou2f3",0.5
"8131","Ctcf","B","Ppargc1b",0.5
"8132","Ctcf","C","Ppfia4",0.333333333333333
"8133","Ctcf","C","Ppil4",0.333333333333333
"8134","Ctcf","C","Ppm1f",0.333333333333333
"8135","Ctcf","C","Ppp1r14a",0.333333333333333
"8136","Ctcf","B","Ppp2r2c",0.5
"8137","Ctcf","B","Prdm11",0.5
"8138","Ctcf","B","Prdm16",0.5
"8139","Ctcf","B","Prdm2",0.5
"8140","Ctcf","C","Prdm8",0.333333333333333
"8141","Ctcf","B","Prex1",0.5
"8142","Ctcf","B","Prickle2",0.5
"8143","Ctcf","C","Prkab1",0.333333333333333
"8144","Ctcf","C","Prkab2",0.333333333333333
"8145","Ctcf","B","Prkag2",0.5
"8146","Ctcf","B","Prkcb",0.5
"8147","Ctcf","B","Prkce",0.5
"8148","Ctcf","B","Prkch",0.5
"8149","Ctcf","C","Prkcq",0.333333333333333
"8150","Ctcf","B","Prkcz",0.5
"8151","Ctcf","C","Prmt3",0.333333333333333
"8152","Ctcf","B","Prrc2b",0.5
"8153","Ctcf","C","Prss27",0.333333333333333
"8154","Ctcf","C","Prss48",0.333333333333333
"8155","Ctcf","B","Psd3",0.5
"8156","Ctcf","B","Psmb7",0.5
"8157","Ctcf","C","Psmd1",0.333333333333333
"8158","Ctcf","B","Ptk2b",0.5
"8159","Ctcf","C","Ptpn18",0.333333333333333
"8160","Ctcf","B","Ptpn3",0.5
"8161","Ctcf","B","Ptpn5",0.5
"8162","Ctcf","B","Ptpre",0.5
"8163","Ctcf","B","Ptprm",0.5
"8164","Ctcf","B","Ptprs",0.5
"8165","Ctcf","C","Ptpru",0.333333333333333
"8166","Ctcf","B","Pxn",0.5
"8167","Ctcf","B","Rab11fip4",0.5
"8168","Ctcf","C","Rab12",0.333333333333333
"8169","Ctcf","C","Rab32",0.333333333333333
"8170","Ctcf","B","Rabgap1l",0.5
"8171","Ctcf","B","Rad51b",0.5
"8172","Ctcf","C","Rad52",0.333333333333333
"8173","Ctcf","C","Radil",0.333333333333333
"8174","Ctcf","B","Rai1",0.5
"8175","Ctcf","B","Ralgps1",0.5
"8176","Ctcf","B","Rap1gap2",0.5
"8177","Ctcf","C","Rap2c",0.333333333333333
"8178","Ctcf","B","Rapgef1",0.5
"8179","Ctcf","C","Rapgef3",0.333333333333333
"8180","Ctcf","B","Rapgef4",0.5
"8181","Ctcf","C","Rasd1",0.333333333333333
"8182","Ctcf","B","Rasgrf1",0.5
"8183","Ctcf","B","Rbfox3",0.5
"8184","Ctcf","B","Rbm19",0.5
"8185","Ctcf","A","Rbm39",-1
"8186","Ctcf","B","Rbms1",0.5
"8187","Ctcf","A","Rbms3",-1
"8188","Ctcf","B","Rbpj",0.5
"8189","Ctcf","C","Rbpjl",0.333333333333333
"8190","Ctcf","C","Rcc1",0.333333333333333
"8191","Ctcf","C","Rcc2",0.333333333333333
"8192","Ctcf","C","Rccd1",0.333333333333333
"8193","Ctcf","C","Rcvrn",0.333333333333333
"8194","Ctcf","B","Rdx",0.5
"8195","Ctcf","C","Reps1",0.333333333333333
"8196","Ctcf","B","Rere",0.5
"8197","Ctcf","C","Rerg",0.333333333333333
"8198","Ctcf","C","Rexo1",0.333333333333333
"8199","Ctcf","C","Rgmb",0.333333333333333
"8200","Ctcf","B","Rgs9",0.5
"8201","Ctcf","B","Rhcg",0.5
"8202","Ctcf","C","Rhoq",0.333333333333333
"8203","Ctcf","B","Rin3",0.5
"8204","Ctcf","B","Ripor1",0.5
"8205","Ctcf","C","Rnf144a",0.333333333333333
"8206","Ctcf","C","Rnf215",0.333333333333333
"8207","Ctcf","B","Rnf220",0.5
"8208","Ctcf","C","Rnls",0.333333333333333
"8209","Ctcf","B","Robo1",0.5
"8210","Ctcf","C","Robo3",0.333333333333333
"8211","Ctcf","B","Ror2",0.5
"8212","Ctcf","B","Rp1",0.5
"8213","Ctcf","B","Rpl3",0.5
"8214","Ctcf","C","Rpl38",0.333333333333333
"8215","Ctcf","C","Rpl5",0.333333333333333
"8216","Ctcf","C","Rpn1",0.333333333333333
"8217","Ctcf","C","Rpp14",0.333333333333333
"8218","Ctcf","C","Rpp25l",0.333333333333333
"8219","Ctcf","B","Rps6ka2",0.5
"8220","Ctcf","C","Rps6ka5",0.333333333333333
"8221","Ctcf","C","Rraga",0.333333333333333
"8222","Ctcf","B","Rrbp1",0.5
"8223","Ctcf","C","Rrs1",0.333333333333333
"8224","Ctcf","C","Rsad1",0.333333333333333
"8225","Ctcf","C","Rufy4",0.333333333333333
"8226","Ctcf","C","Rwdd3",0.333333333333333
"8227","Ctcf","B","Ryr3",0.5
"8228","Ctcf","A","S100z",-1
"8229","Ctcf","B","Samd4a",0.5
"8230","Ctcf","B","Sardh",0.5
"8231","Ctcf","C","Sat1",0.333333333333333
"8232","Ctcf","C","Saxo1",0.333333333333333
"8233","Ctcf","C","Scn2a",0.333333333333333
"8234","Ctcf","C","Scn3a",0.333333333333333
"8235","Ctcf","C","Scn4b",0.333333333333333
"8236","Ctcf","B","Scn5a",0.5
"8237","Ctcf","C","Scn8a",0.333333333333333
"8238","Ctcf","C","Sdcbp2",0.333333333333333
"8239","Ctcf","B","Sdk1",0.5
"8240","Ctcf","B","Sdk2",0.5
"8241","Ctcf","B","Sec14l1",0.5
"8242","Ctcf","C","Sec24b",0.333333333333333
"8243","Ctcf","C","Sema3d",0.333333333333333
"8244","Ctcf","B","Sema4b",0.5
"8245","Ctcf","B","Sema5b",0.5
"8246","Ctcf","B","Sema6b",0.5
"8247","Ctcf","B","Septin9",0.5
"8248","Ctcf","B","Sergef",0.5
"8249","Ctcf","B","Sez6l",0.5
"8250","Ctcf","C","Sf3a3",0.333333333333333
"8251","Ctcf","C","Sh2b3",0.333333333333333
"8252","Ctcf","C","Sh3gl1",0.333333333333333
"8253","Ctcf","B","Sh3kbp1",0.5
"8254","Ctcf","B","Sh3pxd2a",0.5
"8255","Ctcf","B","Sh3pxd2b",0.5
"8256","Ctcf","B","Shank2",0.5
"8257","Ctcf","B","Sipa1l3",0.5
"8258","Ctcf","B","Slc22a23",0.5
"8259","Ctcf","C","Slc25a22",0.333333333333333
"8260","Ctcf","B","Slc29a3",0.5
"8261","Ctcf","B","Slc44a3",0.5
"8262","Ctcf","B","Slc4a8",0.5
"8263","Ctcf","B","Slc6a6",0.5
"8264","Ctcf","B","Slc9a1",0.5
"8265","Ctcf","B","Slco3a1",0.5
"8266","Ctcf","B","Slit1",0.5
"8267","Ctcf","B","Smarca2",0.5
"8268","Ctcf","B","Smarcc2",0.5
"8269","Ctcf","B","Smg6",0.5
"8270","Ctcf","C","Smim12",0.333333333333333
"8271","Ctcf","C","Smim5",0.333333333333333
"8272","Ctcf","B","Smyd2",0.5
"8273","Ctcf","B","Smyd3",0.5
"8274","Ctcf","B","Snx18",0.5
"8275","Ctcf","C","Snx19",0.333333333333333
"8276","Ctcf","C","Socs1",0.333333333333333
"8277","Ctcf","C","Socs3",0.333333333333333
"8278","Ctcf","B","Sorbs1",0.5
"8279","Ctcf","B","Sorcs2",0.5
"8280","Ctcf","B","Sorl1",0.5
"8281","Ctcf","B","Speg",0.5
"8282","Ctcf","B","Spin1",0.5
"8283","Ctcf","B","Spock1",0.5
"8284","Ctcf","B","Sptb",0.5
"8285","Ctcf","B","Sptbn4",0.5
"8286","Ctcf","B","Src",0.5
"8287","Ctcf","C","Srcin1",0.333333333333333
"8288","Ctcf","B","Srgap3",0.5
"8289","Ctcf","B","Srpk2",0.5
"8290","Ctcf","B","St18",0.5
"8291","Ctcf","B","St3gal1",0.5
"8292","Ctcf","A","Stab2",-1
"8293","Ctcf","B","Stag1",0.5
"8294","Ctcf","C","Stard10",0.333333333333333
"8295","Ctcf","C","Stau2",0.333333333333333
"8296","Ctcf","C","Steap1",0.333333333333333
"8297","Ctcf","B","Stk10",0.5
"8298","Ctcf","B","Stk11",0.5
"8299","Ctcf","B","Stk39",0.5
"8300","Ctcf","C","Stx3",0.333333333333333
"8301","Ctcf","C","Sugct",0.333333333333333
"8302","Ctcf","B","Sulf1",0.5
"8303","Ctcf","B","Sulf2",0.5
"8304","Ctcf","C","Sun5",0.333333333333333
"8305","Ctcf","C","Suox",0.333333333333333
"8306","Ctcf","B","Sv2b",0.5
"8307","Ctcf","B","Svil",0.5
"8308","Ctcf","B","Syn3",0.5
"8309","Ctcf","B","Syne1",0.5
"8310","Ctcf","B","Syne2",0.5
"8311","Ctcf","C","Syt9",0.333333333333333
"8312","Ctcf","B","Tacc1",0.5
"8313","Ctcf","B","Tacc2",0.5
"8314","Ctcf","B","Tafa5",0.5
"8315","Ctcf","C","Tagap",0.333333333333333
"8316","Ctcf","C","Tas1r1",0.333333333333333
"8317","Ctcf","B","Tbc1d1",0.5
"8318","Ctcf","A","Tbc1d14",1
"8319","Ctcf","C","Tbc1d9b",0.333333333333333
"8320","Ctcf","C","Tcaf2",0.333333333333333
"8321","Ctcf","B","Tcf4",0.5
"8322","Ctcf","B","Tcf7l1",0.5
"8323","Ctcf","B","Tdrd7",0.5
"8324","Ctcf","B","Tenm4",0.5
"8325","Ctcf","B","Tfeb",0.5
"8326","Ctcf","B","Thada",0.5
"8327","Ctcf","B","Thsd4",0.5
"8328","Ctcf","B","Tiam2",0.5
"8329","Ctcf","C","Timm44",0.333333333333333
"8330","Ctcf","B","Tiprl",0.5
"8331","Ctcf","B","Tle3",0.5
"8332","Ctcf","B","Tll2",0.5
"8333","Ctcf","B","Tln2",0.5
"8334","Ctcf","C","Tlr9",0.333333333333333
"8335","Ctcf","C","Tmbim1",0.333333333333333
"8336","Ctcf","C","Tmem102",0.333333333333333
"8337","Ctcf","B","Tmem131l",0.5
"8338","Ctcf","B","Tmem132b",0.5
"8339","Ctcf","B","Tmem163",0.5
"8340","Ctcf","C","Tmem179b",0.333333333333333
"8341","Ctcf","B","Tmem260",0.5
"8342","Ctcf","C","Tmtc1",0.333333333333333
"8343","Ctcf","C","Tnfaip3",0.333333333333333
"8344","Ctcf","B","Tnr",0.5
"8345","Ctcf","B","Tns1",0.5
"8346","Ctcf","B","Tns3",0.5
"8347","Ctcf","B","Tom1l2",0.5
"8348","Ctcf","C","Tomm20l",0.333333333333333
"8349","Ctcf","B","Tox2",0.5
"8350","Ctcf","B","Tpd52",0.5
"8351","Ctcf","C","Tpd52l1",0.333333333333333
"8352","Ctcf","B","Tprg1",0.5
"8353","Ctcf","C","Traf6",0.333333333333333
"8354","Ctcf","B","Trappc9",0.5
"8355","Ctcf","B","Trim2",0.5
"8356","Ctcf","B","Trio",0.5
"8357","Ctcf","B","Trpc6",0.5
"8358","Ctcf","B","Tspan14",0.5
"8359","Ctcf","B","Tspan18",0.5
"8360","Ctcf","C","Ttc21b",0.333333333333333
"8361","Ctcf","B","Ttc7a",0.5
"8362","Ctcf","B","Ttll5",0.5
"8363","Ctcf","C","U2af2",0.333333333333333
"8364","Ctcf","C","Uba1",0.333333333333333
"8365","Ctcf","B","Ubash3b",0.5
"8366","Ctcf","C","Ube2e2",0.333333333333333
"8367","Ctcf","C","Ube3d",0.333333333333333
"8368","Ctcf","C","Ube4b",0.333333333333333
"8369","Ctcf","C","Ubfd1",0.333333333333333
"8370","Ctcf","C","Unc5cl",0.333333333333333
"8371","Ctcf","C","Usb1",0.333333333333333
"8372","Ctcf","C","Usf2",0.333333333333333
"8373","Ctcf","C","Ush1g",0.333333333333333
"8374","Ctcf","B","Usp7",0.5
"8375","Ctcf","C","Utp3",0.333333333333333
"8376","Ctcf","B","Vav2",0.5
"8377","Ctcf","B","Vgll4",0.5
"8378","Ctcf","C","Vps36",0.333333333333333
"8379","Ctcf","C","Vps37d",0.333333333333333
"8380","Ctcf","C","Wdr38",0.333333333333333
"8381","Ctcf","B","Wfs1",0.5
"8382","Ctcf","B","Wipf1",0.5
"8383","Ctcf","B","Wipf2",0.5
"8384","Ctcf","B","Wnk2",0.5
"8385","Ctcf","B","Wnt5b",0.5
"8386","Ctcf","B","Wwc1",0.5
"8387","Ctcf","B","Xxylt1",0.5
"8388","Ctcf","B","Xylt1",0.5
"8389","Ctcf","B","Zbtb16",0.5
"8390","Ctcf","B","Zbtb20",0.5
"8391","Ctcf","B","Zbtb7c",0.5
"8392","Ctcf","C","Zc3h7a",0.333333333333333
"8393","Ctcf","B","Zfat",0.5
"8394","Ctcf","B","Zmiz1",0.5
"8395","Ctcf","C","Nrif1",0.333333333333333
"8396","Ctcf","C","Znf319",0.333333333333333
"8397","Ctcf","B","Znf329",0.5
"8398","Ctcf","C","Zfp341",0.333333333333333
"8399","Ctcf","B","Znf365",0.5
"8400","Ctcf","B","Zfp398",0.5
"8401","Ctcf","B","Zfp407",0.5
"8402","Ctcf","B","Znf423",0.5
"8403","Ctcf","A","Znf462",-1
"8404","Ctcf","C","Znf516",0.333333333333333
"8405","Ctcf","A","Znhit2",-1
"8406","Ctcf","C","Znrf1",0.333333333333333
"8407","Ctcf","C","Zyx",0.333333333333333
"8408","Ctcfl","C","Actb",0.333333333333333
"8409","Ctcfl","C","Adgrb2",0.333333333333333
"8410","Ctcfl","C","Adss1",0.333333333333333
"8411","Ctcfl","C","Anks6",0.333333333333333
"8412","Ctcfl","C","Atg16l2",0.333333333333333
"8413","Ctcfl","C","Cabin1",0.333333333333333
"8414","Ctcfl","C","Cacna1h",0.333333333333333
"8415","Ctcfl","C","Cbx4",0.333333333333333
"8416","Ctcfl","C","Cbx8",0.333333333333333
"8417","Ctcfl","C","Cdh24",0.333333333333333
"8418","Ctcfl","C","Chd5",0.333333333333333
"8419","Ctcfl","C","Col13a1",0.333333333333333
"8420","Ctcfl","C","Col27a1",0.333333333333333
"8421","Ctcfl","C","Crip2",0.333333333333333
"8422","Ctcfl","C","Csk",0.333333333333333
"8423","Ctcfl","C","Ctbp1",0.333333333333333
"8424","Ctcfl","C","Dgkz",0.333333333333333
"8425","Ctcfl","C","Diaph1",0.333333333333333
"8426","Ctcfl","C","Fibcd1",0.333333333333333
"8427","Ctcfl","C","Flt3lg",0.333333333333333
"8428","Ctcfl","C","Gad1",0.333333333333333
"8429","Ctcfl","C","Gbx1",0.333333333333333
"8430","Ctcfl","C","Gnai2",0.333333333333333
"8431","Ctcfl","C","Igdcc4",0.333333333333333
"8432","Ctcfl","C","Inka2",0.333333333333333
"8433","Ctcfl","C","Jag2",0.333333333333333
"8434","Ctcfl","C","Kcnip3",0.333333333333333
"8435","Ctcfl","C","Kcnt1",0.333333333333333
"8436","Ctcfl","C","Kiaa1522",0.333333333333333
"8437","Ctcfl","C","Lzts2",0.333333333333333
"8438","Ctcfl","C","Mapk8ip3",0.333333333333333
"8439","Ctcfl","C","Mast1",0.333333333333333
"8440","Ctcfl","C","Mib1",0.333333333333333
"8441","Ctcfl","C","Ndufa4l2",0.333333333333333
"8442","Ctcfl","C","Nelfa",0.333333333333333
"8443","Ctcfl","C","Nfe2l2",0.333333333333333
"8444","Ctcfl","C","Nrarp",0.333333333333333
"8445","Ctcfl","C","Nrxn2",0.333333333333333
"8446","Ctcfl","C","Pim1",0.333333333333333
"8447","Ctcfl","C","Plekhg5",0.333333333333333
"8448","Ctcfl","C","Ppm1f",0.333333333333333
"8449","Ctcfl","C","Pura",0.333333333333333
"8450","Ctcfl","C","Pxn",0.333333333333333
"8451","Ctcfl","C","Radil",0.333333333333333
"8452","Ctcfl","C","Ror2",0.333333333333333
"8453","Ctcfl","C","Speg",0.333333333333333
"8454","Ctcfl","C","Svil",0.333333333333333
"8455","Ctcfl","C","Tbc1d14",0.333333333333333
"8456","Ctcfl","C","Zbtb7a",0.333333333333333
"8457","Ctcfl","C","Zmiz1",0.333333333333333
"8458","Ctcfl","C","Zfp398",0.333333333333333
"8459","Ctcfl","C","Znf423",0.333333333333333
"8460","Deaf1","C","Ankrd9",0.333333333333333
"8461","Deaf1","C","Dlg4",0.333333333333333
"8462","Deaf1","C","Fbxl19",0.333333333333333
"8463","Deaf1","C","Gpr137",0.333333333333333
"8464","Deaf1","C","Irf2bp1",0.333333333333333
